Date,Close
2005-01-31,95.65
2005-02-28,97.78
2005-03-31,93.95
2005-04-30,84.95
2005-05-31,89.42
2005-06-30,81.01
2005-07-31,84.09
2005-08-31,81.44
2005-09-30,87.13
2005-10-31,91.93
2005-11-30,97.62
2005-12-31,103.39
2006-01-31,101.15
2006-02-28,107.24
2006-03-31,112.94
2006-04-30,115.13
2006-05-31,109.27
2006-06-30,116.86
2006-07-31,104.71
2006-08-31,101.03
2006-09-30,108.68
2006-10-31,114.54
2006-11-30,115.43
2006-12-31,108.62
2007-01-31,110.4
2007-02-28,114.23
2007-03-31,107.43
2007-04-30,105.44
2007-05-31,111.62
2007-06-30,110.97
2007-07-31,110.74
2007-08-31,109.68
2007-09-30,104.75
2007-10-31,103.34
2007-11-30,98.47
2007-12-31,89.17
2008-01-31,93.32
2008-02-29,88.13
2008-03-31,92.67
2008-04-30,95.87
2008-05-31,91.71
2008-06-30,78.79
2008-07-31,78.84
2008-08-31,82.82
2008-09-30,79.04
2008-10-31,65.37
2008-11-30,70.65
2008-12-31,64.15
2009-01-31,50.94
2009-02-28,43.21
2009-03-31,44.49
2009-04-30,55.96
2009-05-31,55.43
2009-06-30,55.62
2009-07-31,67.84
2009-08-31,68.71
2009-09-30,75.22
2009-10-31,72.69
2009-11-30,84.45
2009-12-31,83.45
2010-01-31,78.35
2010-02-28,84.76
2010-03-31,93.4
2010-04-30,90.01
2010-05-31,83.49
2010-06-30,70.11
2010-07-31,82.55
2010-08-31,78.05
2010-09-30,85.5
2010-10-31,87.72
2010-11-30,91.12
2010-12-31,93.01
2011-01-31,90.32
2011-02-28,90.02
2011-03-31,93.55
2011-04-30,95.67
2011-05-31,93.64
2011-06-30,94.85
2011-07-31,86.88
2011-08-31,78.72
2011-09-30,67.68
2011-10-31,81.83
2011-11-30,83.08
2011-12-31,83.51
2012-01-31,91.49
2012-02-29,89.99
2012-03-31,91.96
2012-04-30,88.24
2012-05-31,89.14
2012-06-30,91.61
2012-07-31,90.3
2012-08-31,87.63
2012-09-30,84.62
2012-10-31,91.99
2012-11-30,89.53
2012-12-31,91.72
2013-01-31,101.45
2013-02-28,105.43
2013-03-31,98.2
2013-04-30,94.01
2013-05-31,96.34
2013-06-30,98.58
2013-07-31,106.0
2013-08-31,107.36
2013-09-30,114.11
2013-10-31,131.0
2013-11-30,138.7
2013-12-31,143.77
2014-01-31,133.32
2014-02-28,133.33
2014-03-31,132.56
2014-04-30,136.25
2014-05-31,144.16
2014-06-30,151.38
2014-07-31,146.88
2014-08-31,147.88
2014-09-30,161.45
2014-10-31,167.4
2014-11-30,178.18
2014-12-31,173.66
2015-01-31,169.11
2015-02-28,176.98
2015-03-31,165.45
2015-04-30,169.57
2015-05-31,173.22
2015-06-30,170.4
2015-07-31,171.42
2015-08-31,150.61
2015-09-30,143.98
2015-10-31,156.05
2015-11-30,158.54
2015-12-31,148.99
